This file was created using the 202504 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
198810,362,176,844,232,935,122,630,391,200   ,2034
198811,360,174,838,230,930,122,625,390,200   ,2020
198812,356,174,824,227,921,122,617,386,199   ,2005
198901,349,170,817,222,910,118,608,383,199   ,1977
198902,345,168,813,219,903,115,603,381,198   ,1960
198903,343,166,808,218,892,112,599,380,198   ,1945
198904,340,166,804,216,879,112,593,378,198   ,1930
198905,339,163,800,215,875,110,590,375,198   ,1915
198906,333,163,794,213,865,109,582,372,197   ,1905
198907,345,166,844,221,898,113,629,401,197   ,1991
198908,341,166,839,219,892,113,626,399,197   ,1981
198909,339,164,831,217,887,109,619,397,197   ,1956
198910,335,162,826,213,881,108,611,396,197   ,1935
198911,330,162,818,213,878,108,608,392,197   ,1923
198912,326,161,814,212,867,108,600,391,197   ,1901
199001,326,160,806,212,862,108,592,388,197   ,1884
199002,323,159,796,211,856,107,589,385,197   ,1865
199003,322,157,793,211,850,107,582,383,196   ,1852
199004,320,157,786,210,843,107,578,381,196   ,1837
199005,319,156,782,210,835,106,570,377,196   ,1823
199006,319,155,776,208,828,105,565,375,196   ,1806
199007,354,159,799,233,886,112,590,430,198   ,1946
199008,352,158,795,231,877,112,585,427,197   ,1927
199009,351,156,789,228,871,110,579,426,197   ,1906
199010,349,154,787,226,867,109,576,424,197   ,1892
199011,345,151,781,225,862,109,571,420,197   ,1877
199012,344,151,777,224,855,107,566,416,194   ,1862
199101,344,150,770,222,847,107,566,416,193   ,1850
199102,342,150,766,221,843,107,562,414,193   ,1828
199103,341,150,763,219,839,106,557,411,193   ,1819
199104,337,150,757,218,833,105,556,409,193   ,1808
199105,336,149,748,215,827,105,549,407,193   ,1788
199106,332,148,742,214,823,105,545,405,193   ,1773
199107,345,150,785,235,858,113,575,460,194   ,1876
199108,342,148,781,228,850,112,570,459,193   ,1854
199109,339,148,777,228,847,110,567,456,193   ,1842
199110,338,147,777,228,840,108,565,455,193   ,1831
199111,338,147,775,228,833,107,560,452,193   ,1819
199112,335,145,772,228,827,106,556,452,193   ,1806
199201,334,144,767,228,816,105,553,450,193   ,1785
199202,333,143,763,226,811,105,550,448,193   ,1769
199203,331,143,762,223,808,103,543,443,193   ,1760
199204,331,143,760,221,802,102,537,442,193   ,1739
199205,330,142,754,220,799,101,534,439,191   ,1721
199206,329,138,749,214,790,101,530,434,191   ,1704
199207,372,154,798,213,858,119,623,565,193   ,1841
199208,369,152,792,209,851,118,618,557,193   ,1820
199209,366,146,788,206,842,116,614,555,192   ,1809
199210,365,145,785,205,839,116,609,549,192   ,1797
199211,361,144,780,205,833,116,604,542,192   ,1777
199212,358,144,778,205,828,116,600,542,192   ,1768
199301,357,144,778,203,826,113,599,541,192   ,1750
199302,355,144,775,203,818,113,598,540,192   ,1733
199303,352,144,774,202,815,113,595,537,192   ,1722
199304,350,144,772,201,811,110,593,535,192   ,1704
199305,348,144,770,200,810,110,592,532,192   ,1697
199306,347,144,766,200,807,110,592,528,192   ,1687
199307,386,155,801,215,922,117,678,599,195   ,1909
199308,382,155,798,213,919,116,674,596,194   ,1897
199309,381,155,793,213,917,115,671,590,194   ,1886
199310,381,154,790,213,913,114,669,586,194   ,1880
199311,379,154,787,213,910,114,666,584,194   ,1868
199312,378,152,780,211,908,114,664,582,194   ,1863
199401,374,152,778,211,901,113,663,580,194   ,1843
199402,371,152,777,211,899,113,660,579,192   ,1823
199403,371,151,772,211,894,111,658,574,192   ,1811
199404,371,150,770,210,891,111,657,572,192   ,1797
199405,371,150,765,210,884,111,656,567,191   ,1786
199406,371,150,762,207,878,111,653,563,191   ,1775
199407,418,175,891,234   ,1009,153,772,631,193   ,2086
199408,417,175,887,233   ,1008,152,769,627,191   ,2074
199409,415,173,881,232   ,1001,152,767,626,191   ,2056
199410,413,173,881,229,994,149,760,622,191   ,2041
199411,411,173,880,226,989,149,757,614,190   ,2029
199412,407,172,877,224,983,149,755,611,190   ,2017
199501,404,170,872,221,973,145,750,606,189   ,2003
199502,404,169,869,220,968,143,744,602,189   ,1978
199503,402,169,864,219,961,142,742,598,188   ,1963
199504,397,169,858,217,953,141,738,593,188   ,1948
199505,395,169,855,216,952,141,730,590,188   ,1930
199506,389,169,849,215,950,137,722,583,186   ,1914
199507,418,196,905,218   ,1063,157,786,629,185   ,2116
199508,417,195,905,217   ,1055,155,779,621,184   ,2100
199509,414,191,905,216   ,1048,153,774,613,184   ,2088
199510,413,190,901,216   ,1046,148,769,608,183   ,2077
199511,410,190,897,214   ,1040,147,763,604,183   ,2057
199512,407,190,891,213   ,1035,146,758,595,183   ,2043
199601,405,189,888,213   ,1024,145,754,592,183   ,2025
199602,403,186,881,212   ,1019,144,748,588,183   ,1991
199603,402,185,875,209   ,1013,140,741,585,183   ,1978
199604,402,185,866,208   ,1010,140,741,581,183   ,1961
199605,402,184,860,208   ,1005,139,738,578,183   ,1939
199606,400,183,852,206,999,137,733,575,183   ,1924
199607,427,196,936,216   ,1244,173,816,705,184   ,2216
199608,425,195,934,215   ,1236,173,808,698,184   ,2197
199609,424,194,924,214   ,1225,173,802,693,184   ,2183
199610,419,191,920,213   ,1221,172,796,689,184   ,2171
199611,417,189,913,211   ,1215,171,789,688,184   ,2151
199612,414,189,908,211   ,1210,169,784,686,184   ,2132
199701,413,186,901,210   ,1202,169,776,679,184   ,2113
199702,413,186,894,209   ,1194,166,766,674,184   ,2095
199703,408,186,893,209   ,1185,165,760,671,183   ,2083
199704,404,186,886,208   ,1176,162,754,666,182   ,2061
199705,401,185,885,208   ,1169,159,750,662,182   ,2042
199706,399,184,881,207   ,1161,157,747,659,182   ,2027
199707,421,195,942,224   ,1343,189,832,738,183   ,2282
199708,417,194,937,220   ,1333,188,821,735,182   ,2252
199709,416,191,926,217   ,1323,187,811,730,178   ,2228
199710,412,191,920,217   ,1317,184,798,720,178   ,2214
199711,411,191,911,212   ,1314,181,787,713,178   ,2193
199712,409,189,906,210   ,1303,179,783,708,177   ,2175
199801,404,188,897,206   ,1288,174,772,702,177   ,2143
199802,398,187,890,203   ,1277,171,762,698,174   ,2126
199803,393,186,887,202   ,1266,169,755,694,174   ,2100
199804,389,184,883,198   ,1256,164,744,686,173   ,2069
199805,386,182,874,197   ,1248,163,738,683,171   ,2040
199806,383,180,872,194   ,1236,162,732,678,170   ,2018
199807,427,185,902,209   ,1375,181,800,733,166   ,2247
199808,420,183,893,208   ,1363,177,791,728,166   ,2216
199809,417,182,888,203   ,1350,174,780,720,166   ,2191
199810,413,180,881,200   ,1325,172,768,713,164   ,2173
199811,407,178,867,200   ,1301,167,756,696,162   ,2141
199812,402,177,863,199   ,1290,163,752,687,162   ,2119
199901,394,177,857,196   ,1274,161,744,678,162   ,2087
199902,389,173,846,193   ,1260,158,737,670,162   ,2061
199903,386,168,836,193   ,1251,155,729,665,161   ,2039
199904,383,167,828,187   ,1233,148,712,654,159   ,2015
199905,379,166,818,184   ,1221,145,702,649,159   ,1997
199906,376,165,815,179   ,1206,141,694,646,158   ,1979
199907,379,160,825,180   ,1340,167,711,641,160   ,2111
199908,376,158,818,179   ,1324,165,705,632,157   ,2080
199909,374,156,803,173   ,1310,161,697,626,155   ,2061
199910,369,155,796,171   ,1294,159,689,616,154   ,2042
199911,365,154,787,170   ,1280,155,686,612,152   ,2014
199912,362,154,771,169   ,1263,152,682,596,150   ,1990
200001,355,151,764,167   ,1243,151,673,590,150   ,1968
200002,354,149,762,165   ,1228,149,667,586,148   ,1947
200003,352,147,754,165   ,1212,146,662,580,145   ,1928
200004,348,147,747,164   ,1200,145,659,578,143   ,1889
200005,346,146,745,163   ,1186,145,652,575,139   ,1867
200006,342,143,740,162   ,1174,142,649,570,138   ,1855
200007,345,146,736,168   ,1493,196,690,606,139   ,1960
200008,343,142,730,167   ,1480,191,682,603,138   ,1941
200009,337,142,724,166   ,1467,188,673,596,137   ,1927
200010,335,141,714,164   ,1450,188,664,588,131   ,1911
200011,326,136,704,164   ,1430,187,654,582,130   ,1880
200012,323,134,695,163   ,1418,185,640,569,126   ,1856
200101,315,132,689,161   ,1401,182,630,557,124   ,1838
200102,312,132,676,159   ,1385,180,619,553,122   ,1807
200103,310,131,674,157   ,1369,177,610,548,122   ,1787
200104,305,131,672,153   ,1350,173,603,544,120   ,1771
200105,302,131,661,153   ,1326,166,594,537,120   ,1747
200106,298,130,650,151   ,1303,161,584,533,119   ,1730
200107,293,127,669,169   ,1407,177,584,576,123   ,1760
200108,288,126,666,168   ,1381,173,578,572,123   ,1743
200109,284,124,661,163   ,1341,168,564,569,123   ,1723
200110,282,123,658,161   ,1330,167,557,566,123   ,1705
200111,279,122,654,160   ,1317,166,552,564,122   ,1689
200112,275,122,647,158   ,1298,160,543,560,121   ,1664
200201,271,119,644,157   ,1284,158,541,558,121   ,1641
200202,267,119,640,154   ,1271,156,534,556,120   ,1620
200203,264,117,636,154   ,1261,151,532,554,118   ,1599
200204,262,117,631,153   ,1251,147,524,553,118   ,1584
200205,261,114,624,152   ,1235,144,522,547,117   ,1569
200206,259,114,621,152   ,1219,140,520,546,117   ,1559
200207,265,116,610,153   ,1247,140,524,579,117   ,1604
200208,264,116,606,148   ,1236,139,521,571,116   ,1598
200209,263,115,601,148   ,1213,136,517,568,115   ,1579
200210,260,115,598,147   ,1199,134,517,566,115   ,1569
200211,257,115,593,143   ,1181,134,512,561,115   ,1555
200212,257,114,586,142   ,1171,130,510,560,115   ,1545
200301,256,112,582,141   ,1159,125,508,557,115   ,1536
200302,255,111,575,141   ,1145,123,504,553,114   ,1519
200303,254,110,570,141   ,1131,123,503,548,114   ,1511
200304,251,110,565,140   ,1108,122,500,537,113   ,1495
200305,250,106,564,139   ,1098,122,494,532,112   ,1490
200306,249,106,562,138   ,1088,121,488,531,112   ,1478
200307,244,105,572,146   ,1072,123,489,531,112   ,1527
200308,243,105,568,145   ,1061,123,487,521,111   ,1511
200309,241,104,565,144   ,1047,122,485,517,111   ,1497
200310,238,103,563,144   ,1037,121,483,516,110   ,1491
200311,238,102,560,143   ,1025,121,479,515,110   ,1482
200312,238,102,558,143   ,1014,120,475,514,110   ,1466
200401,237,102,553,142   ,1006,117,469,513,110   ,1455
200402,234,101,552,140,999,117,466,510,110   ,1442
200403,233,100,552,138,991,117,465,507,110   ,1433
200404,233,99,548,138,979,116,464,507,110   ,1427
200405,231,99,546,138,974,115,457,505,110   ,1413
200406,231,98,544,136,972,114,452,503,110   ,1398
200407,232,105,544,145   ,1003,130,469,555,111   ,1489
200408,230,104,541,141,997,129,467,553,111   ,1468
200409,229,104,540,141,990,127,460,549,111   ,1460
200410,227,104,537,140,989,127,459,549,111   ,1448
200411,226,103,534,140,983,126,455,549,111   ,1436
200412,226,102,531,140,975,124,450,548,111   ,1426
200501,223,101,528,140,969,123,449,545,109   ,1414
200502,223,101,522,140,965,123,449,542,109   ,1394
200503,221,100,520,140,960,122,448,541,109   ,1381
200504,220,98,513,139,959,121,444,540,109   ,1373
200505,218,97,510,139,953,120,441,538,109   ,1366
200506,217,96,507,138,944,120,438,535,109   ,1355
200507,226,100,523,153,987,138,464,578,113   ,1447
200508,224,99,521,152,978,137,462,571,113   ,1441
200509,221,96,518,150,968,133,459,568,113   ,1432
200510,221,96,515,150,959,133,455,564,113   ,1425
200511,216,95,510,149,950,133,450,560,113   ,1420
200512,215,95,510,149,943,129,446,554,112   ,1414
200601,213,94,506,147,938,128,441,553,112   ,1401
200602,210,93,505,146,927,127,440,547,112   ,1390
200603,210,93,502,146,915,124,433,544,112   ,1385
200604,209,92,502,146,910,122,429,541,112   ,1376
200605,209,91,499,145,904,122,427,535,111   ,1369
200606,207,91,498,144,897,120,424,531,110   ,1361
200607,220,104,517,168,927,130,442,576,113   ,1451
200608,219,104,514,166,923,125,438,573,113   ,1440
200609,218,104,513,165,916,124,436,572,112   ,1433
200610,218,103,511,165,913,123,431,572,112   ,1427
200611,217,102,507,164,903,122,429,571,112   ,1418
200612,216,100,505,164,900,120,423,564,112   ,1407
200701,215,100,499,163,891,118,422,559,112   ,1397
200702,213,99,495,162,882,115,419,553,112   ,1384
200703,213,98,492,162,875,115,417,551,111   ,1371
200704,211,98,490,160,868,113,414,549,111   ,1365
200705,211,97,481,160,859,112,412,543,110   ,1352
200706,208,97,478,160,849,112,409,542,109   ,1344
200707,210,100,502,175,894,127,421,585,110   ,1422
200708,209,100,501,174,885,126,419,579,109   ,1412
200709,205,99,499,174,876,125,416,573,108   ,1397
200710,204,99,497,174,865,124,412,570,108   ,1389
200711,204,98,495,174,856,124,405,565,107   ,1373
200712,203,97,492,173,850,120,397,557,106   ,1363
200801,201,96,487,173,841,120,394,554,106   ,1350
200802,201,95,486,173,834,119,394,549,105   ,1344
200803,200,95,482,171,832,117,393,545,105   ,1332
200804,200,95,480,168,826,116,391,540,105   ,1320
200805,199,94,476,167,821,115,387,533,105   ,1310
200806,197,94,473,166,812,114,382,524,105   ,1303
200807,207,103,498,182,847,119,389,561,106   ,1371
200808,206,102,498,182,842,117,385,555,105   ,1356
200809,205,102,495,180,831,116,381,550,105   ,1351
200810,203,102,493,180,820,115,378,546,104   ,1343
200811,201,102,491,180,812,114,372,539,104   ,1331
200812,196,102,488,177,804,113,370,537,104   ,1321
200901,195,102,486,176,798,112,369,531,103   ,1311
200902,193,101,483,176,797,111,367,524,103   ,1300
200903,192,98,481,176,791,110,366,520,102   ,1292
200904,192,97,476,175,786,109,365,512,102   ,1283
200905,191,96,470,174,778,108,363,509,102   ,1273
200906,191,94,467,172,773,108,363,500,102   ,1267
200907,190,94,470,174,770,111,359,506,103   ,1289
200908,190,94,467,174,760,110,358,502,103   ,1284
200909,189,93,465,173,755,110,356,498,103   ,1277
200910,188,91,464,173,755,109,356,493,103   ,1268
200911,188,91,463,172,748,108,354,488,102   ,1260
200912,188,90,460,169,744,103,350,483,102   ,1251
201001,186,90,458,168,740,101,349,477,102   ,1242
201002,186,90,458,168,734,100,346,473,102   ,1231
201003,185,90,455,168,727,99,345,470,102   ,1224
201004,181,90,453,165,724,99,343,465,102   ,1218
201005,181,90,451,164,713,99,343,465,102   ,1208
201006,180,90,449,163,711,98,342,463,102   ,1200
201007,186,91,476,174,744,104,350,494,103   ,1239
201008,185,91,473,172,735,103,348,485,103   ,1222
201009,185,91,471,172,730,102,345,482,103   ,1220
201010,184,90,468,169,725,102,345,479,102   ,1217
201011,184,90,468,168,714,101,343,474,102   ,1209
201012,183,89,464,167,707,101,342,469,102   ,1201
201101,182,89,460,164,697,101,341,462,100   ,1189
201102,182,88,456,164,692,101,340,459,100   ,1181
201103,182,87,455,162,685,101,339,455,98   ,1179
201104,180,84,451,162,682,99,337,452,98   ,1173
201105,178,84,450,161,673,98,335,448,98   ,1161
201106,177,84,447,161,667,98,332,446,98   ,1154
201107,175,94,460,166,700,103,337,465,99   ,1182
201108,174,93,458,165,693,103,336,465,99   ,1172
201109,173,93,457,164,688,103,336,463,99   ,1170
201110,172,93,456,163,685,101,336,462,98   ,1165
201111,171,93,454,163,679,101,335,458,98   ,1158
201112,170,93,450,162,673,101,334,455,97   ,1148
201201,167,93,447,159,669,100,333,453,96   ,1140
201202,167,93,445,158,662,99,331,451,95   ,1133
201203,167,93,444,157,655,99,329,446,95   ,1128
201204,167,93,443,156,651,99,328,443,93   ,1123
201205,166,93,442,156,648,99,326,439,92   ,1117
201206,166,92,440,155,645,99,325,438,91   ,1108
201207,169,94,442,167,685,106,335,451,91   ,1128
201208,169,94,437,166,679,103,331,451,90   ,1124
201209,169,93,436,163,672,103,329,442,90   ,1122
201210,167,93,434,163,670,103,327,438,90   ,1112
201211,166,92,431,159,665,103,323,437,90   ,1104
201212,166,92,429,158,660,101,322,436,90   ,1100
201301,166,91,424,157,652,101,322,430,89   ,1093
201302,164,91,423,157,651,100,319,428,89   ,1091
201303,161,91,422,157,649,99,316,427,89   ,1085
201304,161,90,421,157,644,99,316,423,89   ,1079
201305,161,89,419,155,636,99,313,422,89   ,1072
201306,159,89,417,153,633,98,311,421,89   ,1065
201307,159,91,426,157,666,100,327,459,88   ,1093
201308,158,90,423,156,663,96,327,458,88   ,1086
201309,156,89,421,155,658,95,327,456,88   ,1084
201310,155,88,420,154,653,94,327,455,88   ,1081
